gender	parental level of education	test preparation course	reading score	writing score	study hours	extracurricular activities	sleep hours	internet usage	physical health	mental health
male	Associate’s Degree	incomplete	52	42	7.801556169412813	Art	7.366839013355836	Gaming	Poor	Stressed
male	Associate’s Degree	incomplete	48	46	1.2056796131557423	Music	5.310143027757045	Gaming	Average	Stressed
female	Master’s Degree	incomplete	79	84	4.481613122011706	Debate	6.636733604282467	Online Classes	Average	Stable
female	Uneducated	completed	78	78	1.4405290940796756	Dance	7.650349735442292	Online Classes	Poor	Anxious
female	Bachelor’s Degree	incomplete	46	46	0.4951783293565037	Sports	8.51823529856338	Social Media	Average	Stable
male	Master’s Degree	completed	82	82	4.20030365723618	Drama	7.173349139473583	None	Good	Stable
male	Some College	completed	82	88	9.91190703038538	Drama	9.802881619947968	None	Average	Anxious
female	Associate’s Degree	incomplete	89	82	6.908736156660833	Drama	7.579268636543976	Research	Average	Stressed
male	Master’s Degree	incomplete	75	76	4.176493181488974	Sports	6.350940285504772	Research	Poor	Stressed
male	Master’s Degree	completed	76	77	9.71269424690734	Music	9.455566322494244	Online Classes	Average	Stable
male	High School	incomplete	70	68	9.539510111754833	Debate	8.000394825428405	Gaming	Average	Stressed
male	Master’s Degree	incomplete	73	70	1.161643173737679	Sports	9.72583101037056	None	Poor	Stressed
male	Bachelor’s Degree	completed	60	57	0.6383548064607092	Drama	6.550788678187702	Research	Poor	Stressed
female	Some College	incomplete	73	75	9.680123361143751	Music	8.235578176087751	Online Classes	Good	Anxious
male	Bachelor’s Degree	completed	77	80	2.274911575828382	Sports	5.107726974165016	Gaming	Good	Stressed
male	Uneducated	incomplete	62	60	8.662609051307314	Music	5.218902037022973	None	Average	Stable
male	Bachelor’s Degree	completed	41	43	7.92642678245361	Drama	9.461039051941428	Online Classes	Good	Stressed
male	Master’s Degree	completed	74	68	4.387075244409272	Debate	5.292972697479958	Gaming	Good	Stressed
male	Master’s Degree	completed	46	50	1.4861882488522071	Art	6.498780310801804	Online Classes	Good	Stable
male	High School	incomplete	87	75	8.655624913917707	Music	4.228651673918226	Social Media	Average	Stressed
male	Bachelor’s Degree	completed	78	81	4.921795504860077	Music	4.951525119504166	Research	Average	Stable
male	Some College	incomplete	54	52	6.608682563825442	Sports	7.882311050550724	Social Media	Average	Stable
female	Associate’s Degree	completed	84	81	7.30928100176012	incomplete	4.618281926853578	Research	Average	Stable
male	Associate’s Degree	incomplete	76	64	1.4536073534378025	Music	8.186330181272586	Online Classes	Average	Stressed
female	Associate’s Degree	completed	75	83	4.583079667472591	Music	4.128540403909646	Online Classes	Good	Anxious
male	High School	incomplete	67	69	1.5173536748787908	Music	5.321140289346792	None	Average	Stable
male	Uneducated	completed	87	81	9.5732116699787	Drama	9.098254239985398	None	Good	Anxious
male	Uneducated	incomplete	52	44	8.258082235754467	Music	5.163555533611208	Social Media	Average	Stressed
female	Associate’s Degree	incomplete	71	67	9.730728362996333	Dance	8.279375731611395	None	Average	Anxious
female	High School	incomplete	57	52	6.289397851835768	Sports	9.710486956175512	Online Classes	Poor	Stable
female	Master’s Degree	incomplete	76	80	3.961661057508745	incomplete	7.359249594978984	Research	Average	Stable
male	Bachelor’s Degree	incomplete	60	57	8.009287392106085	Music	9.815089159142282	Social Media	Poor	Stressed
male	Some College	completed	61	68	8.710787986766402	Art	7.236222075620894	Streaming	Poor	Stressed
female	High School	completed	67	69	3.881146409544415	Drama	9.270496850403385	Social Media	Good	Stressed
female	Some College	completed	64	75	9.298020844552676	Art	5.956695565108378	Streaming	Poor	Stable
male	High School	incomplete	66	65	0.3301342310669941	Art	8.868213842329132	Gaming	Poor	Stable
female	Some College	completed	82	91	5.421467530433908	Art	7.154031827044991	Online Classes	Average	Stressed
male	Master’s Degree	incomplete	72	78	8.106539716349127	Sports	6.396269983386508	Research	Poor	Stressed
male	Associate’s Degree	incomplete	71	69	0.5562870129442932	incomplete	4.581590312295576	Streaming	Good	Stressed
female	Uneducated	incomplete	65	63	0.0492175105766823	Drama	4.553526112545537	Gaming	Average	Anxious
female	High School	completed	79	84	7.108306239981543	Art	9.899825552501406	Online Classes	Poor	Stressed
female	High School	incomplete	86	79	4.268790693402567	Drama	7.594418475072333	Gaming	Good	Stressed
female	Uneducated	incomplete	81	80	3.4425152988153407	Debate	7.826973035419708	Research	Good	Anxious
female	Some College	incomplete	53	53	3.9205093780435183	Dance	5.967800820760502	Social Media	Poor	Stressed
female	Uneducated	incomplete	46	43	0.1578833152474357	incomplete	4.896451949356355	Gaming	Average	Stressed
female	Master’s Degree	incomplete	90	94	2.0484089082616896	Sports	9.068425780233154	Research	Average	Stable
male	Master’s Degree	incomplete	61	62	6.4793691397171695	Debate	9.74507856202256	Social Media	Poor	Stable
male	Uneducated	incomplete	23	19	8.138572018127435	Music	7.999128827103312	Research	Good	Anxious
male	Bachelor’s Degree	completed	75	77	6.18509453640829	Dance	9.192119252813294	None	Average	Stable
female	Master’s Degree	incomplete	55	51	7.657197764494779	Dance	5.554187328792638	Social Media	Good	Stressed
male	High School	incomplete	60	61	6.897188092753153	incomplete	8.637064448088635	None	Poor	Stable
male	Uneducated	incomplete	37	35	7.803171500362818	Music	7.865188832256668	Streaming	Poor	Stable
male	Associate’s Degree	completed	56	53	8.486273300674403	Music	8.356955013762065	Gaming	Average	Stable
male	Associate’s Degree	incomplete	78	81	7.551811881145913	Drama	9.516652227427103	Research	Average	Anxious
female	Some College	incomplete	93	95	3.882038754449386	Music	5.585174523862706	Research	Average	Anxious
female	Uneducated	incomplete	68	66	0.2941739982227132	Music	4.832093360187743	Online Classes	Good	Stable
male	Bachelor’s Degree	completed	70	69	8.491188287002046	Debate	9.635588949364646	Gaming	Good	Stressed
male	Some College	incomplete	51	43	6.3930955347430976	Debate	5.294932207537046	None	Good	Stable
female	Bachelor’s Degree	incomplete	38	27	7.797394352523758	Drama	5.111279061215162	Gaming	Average	Anxious
female	Bachelor’s Degree	completed	55	60	5.889197463384502	incomplete	6.148348646819745	Streaming	Average	Anxious
male	Uneducated	incomplete	61	52	6.992215657331928	Sports	5.107953920732496	Online Classes	Poor	Stressed
female	High School	incomplete	73	63	0.1152244383925527	Art	9.354499187068452	None	Average	Stressed
female	Associate’s Degree	completed	76	74	5.38069304961504	Sports	9.6628541877702	Streaming	Poor	Stable
male	Some College	completed	72	67	3.6615422882580697	Dance	9.841053420907368	None	Average	Anxious
male	Associate’s Degree	incomplete	73	67	6.827690266813785	Art	9.941079037902686	Online Classes	Poor	Stressed
female	Associate’s Degree	incomplete	80	75	0.8670350397232229	Drama	7.109844822843188	Gaming	Good	Stable
male	Uneducated	incomplete	61	57	9.915071884734855	Music	6.4877013133223045	None	Good	Stable
female	Master’s Degree	completed	94	95	5.062794679349532	Dance	5.334552923508187	Gaming	Good	Stressed
male	Bachelor’s Degree	incomplete	74	66	2.721001703968703	Debate	4.388838545601464	Gaming	Poor	Anxious
male	Some College	incomplete	74	76	9.818245874099151	Sports	7.5218051225647775	Gaming	Poor	Stressed
female	Some College	incomplete	65	69	7.189243591370143	Sports	4.512231699311456	None	Good	Stable
male	Some College	incomplete	57	52	7.541152455917304	incomplete	8.959560624093447	Streaming	Poor	Anxious
female	Some College	completed	78	80	9.89632310308739	Dance	6.606096413364903	Gaming	Good	Stable
female	Associate’s Degree	incomplete	58	57	8.583652319020551	Dance	8.411343778059216	Research	Average	Stressed
female	Bachelor’s Degree	incomplete	71	70	7.610192059634471	Art	8.451761777828615	Streaming	Average	Anxious
female	Bachelor’s Degree	incomplete	72	70	9.63390525486361	Dance	6.387130967013659	Social Media	Poor	Anxious
male	High School	incomplete	61	61	7.232363285667196	Debate	8.415795443432227	Research	Average	Stable
female	Bachelor’s Degree	completed	66	69	9.71412472957331	incomplete	4.328897968274972	None	Good	Anxious
male	Bachelor’s Degree	incomplete	62	61	4.9135591054992345	Debate	8.731650601169287	Gaming	Poor	Stable
female	High School	incomplete	90	89	7.726722620607786	Debate	5.639169940045892	Streaming	Poor	Stressed
female	Associate’s Degree	incomplete	62	59	9.893125160463224	Art	6.673992049275703	Social Media	Average	Stressed
male	Master’s Degree	completed	84	78	1.8508329763029017	Drama	9.73869100844344	Gaming	Poor	Stable
female	Uneducated	incomplete	58	58	1.302220856660491	Music	5.481877604710944	Research	Average	Stable
female	Associate’s Degree	incomplete	34	32	4.193673176723008	incomplete	6.8859193051113845	Gaming	Average	Stable
male	High School	incomplete	60	58	2.611560028119314	incomplete	7.923291677471631	Social Media	Good	Anxious
male	Bachelor’s Degree	completed	58	60	3.473167695200715	Drama	7.052703513321344	Gaming	Poor	Anxious
male	Some College	completed	58	53	9.883044705144613	Music	9.230914268156836	None	Average	Stable
male	Bachelor’s Degree	incomplete	66	61	1.8921313234481352	Debate	5.485294242852382	Research	Good	Stable
female	Bachelor’s Degree	incomplete	64	58	7.115779553682495	Debate	4.437189691008143	None	Average	Anxious
female	High School	incomplete	84	85	3.469059124090481	Sports	8.861492919220376	Social Media	Average	Stable
male	Associate’s Degree	incomplete	77	71	3.692795277709677	Drama	6.711913827830341	Online Classes	Poor	Stable
female	Uneducated	completed	73	70	7.427315666208026	Music	6.241656800537555	Streaming	Average	Anxious
male	Master’s Degree	incomplete	74	72	3.205536031368026	Debate	8.194421376350274	Streaming	Good	Anxious
female	Uneducated	completed	97	96	2.9731942914941434	Art	9.809800564358213	Online Classes	Average	Stressed
female	Master’s Degree	incomplete	70	73	6.4459477000208505	Dance	7.311811773237347	Gaming	Poor	Stressed
male	Master’s Degree	incomplete	43	41	4.679886301948098	incomplete	9.972024595681374	None	Poor	Stressed
female	High School	incomplete	90	82	1.0329841675492235	incomplete	4.352444898702198	Online Classes	Good	Anxious
female	Uneducated	completed	95	100	8.78430619204883	Sports	9.87015773175698	Streaming	Poor	Stressed
female	Associate’s Degree	incomplete	83	77	1.2309954016413949	Sports	7.077177648139639	Research	Average	Anxious
male	Associate’s Degree	incomplete	64	62	3.08933661605596	Debate	7.674926881466106	Social Media	Poor	Anxious
female	Associate’s Degree	incomplete	86	83	4.2396370926812175	Debate	4.840392508296858	Online Classes	Average	Anxious
male	Uneducated	completed	100	95	5.21017215024714	incomplete	7.6333768667469455	Research	Poor	Anxious
male	Master’s Degree	incomplete	81	71	6.006806711926402	Dance	7.5767864357299715	Gaming	Good	Stressed
female	Associate’s Degree	incomplete	49	45	6.776182356986977	Dance	4.8132365283372165	Online Classes	Poor	Stressed
female	Bachelor’s Degree	incomplete	43	43	0.9106348071788396	incomplete	8.984424880464534	None	Good	Stable
female	Associate’s Degree	incomplete	76	75	9.76180690597854	Drama	7.830854906248591	Streaming	Average	Stressed
female	Associate’s Degree	incomplete	73	70	3.279987408020829	Drama	6.228843944451544	Gaming	Average	Anxious
female	Bachelor’s Degree	incomplete	78	67	1.6304380097137705	Music	8.05494926457894	Research	Poor	Stable
female	Bachelor’s Degree	incomplete	64	64	5.993737948348047	Debate	6.218648184226823	Streaming	Good	Anxious
male	Master’s Degree	incomplete	70	75	9.893799372100432	Debate	6.80505804486042	Research	Good	Stable
male	Some College	completed	67	59	5.0864089589547925	incomplete	5.710958323142798	Streaming	Poor	Stable
female	Bachelor’s Degree	incomplete	68	77	9.5168889407349	incomplete	6.632374849627388	Social Media	Average	Anxious
male	Some College	incomplete	67	67	8.448375205905577	Music	8.12978376690398	Gaming	Poor	Anxious
male	Associate’s Degree	completed	54	56	4.597292643846894	Music	4.142474495735917	Social Media	Average	Stressed
female	High School	completed	74	77	1.9507501379101144	Music	5.166732887825068	Online Classes	Average	Stressed
male	High School	incomplete	45	41	5.724025790067185	Debate	9.552300488589406	Online Classes	Poor	Anxious
female	Some College	incomplete	67	63	7.439869404316372	Art	9.866569980262582	Research	Average	Stressed
female	High School	incomplete	89	95	8.041739558520565	Dance	8.794519763227035	Social Media	Poor	Stable
male	Some College	incomplete	63	57	3.606062205985243	incomplete	9.168766854441724	Gaming	Poor	Stressed
male	Associate’s Degree	incomplete	59	54	2.9429028345150887	Dance	9.761986922245471	Research	Average	Stressed
female	Bachelor’s Degree	completed	54	67	7.647795282039792	Drama	6.466877707620853	Social Media	Average	Stable
male	Associate’s Degree	incomplete	43	43	6.537889934789093	Dance	9.633374513228532	Gaming	Poor	Stressed
female	Uneducated	incomplete	65	55	9.938422322878694	Dance	8.799563096922306	Online Classes	Average	Anxious
female	Some College	completed	99	100	9.67565297055431	Dance	4.51434878682424	None	Poor	Anxious
female	Master’s Degree	incomplete	59	62	5.702072007354747	Drama	7.093315636807523	Research	Poor	Anxious
female	Bachelor’s Degree	incomplete	73	68	6.2538863775106055	Sports	6.651306681593628	None	Good	Stressed
male	Associate’s Degree	completed	65	63	1.1158623409046042	Debate	9.917809658832407	Online Classes	Average	Anxious
female	Associate’s Degree	incomplete	80	77	0.7900320625776358	Dance	6.97051085377916	Gaming	Average	Stable
female	High School	completed	57	56	1.5916714808294008	Drama	5.2250900430447285	Gaming	Good	Anxious
male	High School	completed	84	85	9.688495099499528	Debate	7.475382997832904	Streaming	Poor	Stable
female	Associate’s Degree	completed	71	74	3.3835105384345354	Dance	5.030840050024605	Gaming	Poor	Stressed
male	Bachelor’s Degree	completed	83	78	7.20667719822961	Sports	9.356544023728016	Streaming	Average	Anxious
male	Associate’s Degree	incomplete	66	60	3.4953529569004727	Drama	4.437072630651517	Gaming	Poor	Stable
male	High School	completed	67	67	5.364255913680283	Music	6.364394132582211	Streaming	Average	Stable
female	Some College	completed	72	79	2.160195261394114	Sports	8.775751335148772	Gaming	Good	Anxious
male	High School	incomplete	73	69	6.247383103780995	Debate	8.051718781104292	Social Media	Average	Anxious
male	Some College	completed	74	68	0.3175238839469085	Music	5.105301578665804	Streaming	Poor	Stable
male	Bachelor’s Degree	incomplete	73	67	8.395815526431406	Drama	6.134329809739431	Research	Good	Stressed
male	Master’s Degree	incomplete	59	62	3.5487040502530687	Dance	5.754913680220966	Online Classes	Average	Anxious
male	High School	completed	56	54	6.676049248825759	Sports	7.432923581811975	Gaming	Average	Stressed
female	Uneducated	completed	93	93	0.5429811200129819	Drama	6.9321633337062885	Streaming	Average	Anxious
female	Uneducated	completed	58	64	1.8639093483810945	Dance	5.813295295926171	None	Average	Stressed
female	Associate’s Degree	completed	58	67	7.761935869516207	Dance	6.435106034363972	Social Media	Poor	Stable
female	Some College	completed	85	80	8.446892817833344	Art	4.03319252162766	None	Good	Anxious
male	Bachelor’s Degree	incomplete	39	34	8.842874912369293	Music	9.709140437465637	Online Classes	Average	Anxious
female	High School	incomplete	67	62	8.944040870881068	incomplete	9.003614924371682	Online Classes	Good	Stressed
male	Some College	incomplete	83	86	8.930724123754558	Dance	7.143380718627661	Streaming	Average	Anxious
male	Master’s Degree	incomplete	71	65	5.123653589675271	Art	7.122313041779702	Social Media	Poor	Stressed
male	Uneducated	incomplete	59	53	9.745518090613446	incomplete	5.490366378812661	Research	Average	Stressed
male	Some College	incomplete	63	54	3.413135973930688	Dance	6.023740655304359	Research	Poor	Stable
male	High School	incomplete	66	59	3.734477662156668	Drama	6.639095786591181	Research	Good	Stable
female	Bachelor’s Degree	incomplete	72	70	4.106483131814419	Drama	5.691708883198629	Social Media	Poor	Stressed
male	Associate’s Degree	incomplete	56	55	1.6345041914671763	Drama	6.971212413439114	Streaming	Average	Stable
female	Master’s Degree	incomplete	59	50	3.0676865456727755	Dance	5.189728212755037	Gaming	Average	Stressed
male	Master’s Degree	incomplete	66	66	7.932881832338477	Debate	6.858596588144096	Online Classes	Poor	Stable
male	Associate’s Degree	completed	48	53	0.7561895546586139	Sports	9.891405359601055	Streaming	Good	Stressed
male	Uneducated	incomplete	68	64	6.562893348089913	Dance	6.400787581968236	Social Media	Poor	Stressed
male	High School	incomplete	66	73	2.593452347361216	Art	5.996835802827015	Research	Good	Stable
male	Uneducated	incomplete	56	51	0.2631049316456335	Sports	4.206699517809051	Gaming	Good	Anxious
male	Master’s Degree	completed	88	82	6.355946318469079	incomplete	4.848398712359492	Social Media	Good	Stable
female	Master’s Degree	completed	81	79	9.84966785816778	Debate	6.773643526439495	Streaming	Average	Stable
female	Some College	incomplete	81	80	4.67114857069893	Art	8.015078017811629	Online Classes	Good	Stressed
female	Some College	incomplete	73	69	6.639467857162179	incomplete	9.76213245001163	Streaming	Good	Anxious
female	Bachelor’s Degree	incomplete	83	76	3.671811634590119	incomplete	6.571763903571499	Online Classes	Poor	Stressed
male	Uneducated	incomplete	82	73	8.720558129622036	Debate	9.98954940610841	Research	Good	Anxious
female	Master’s Degree	completed	74	77	4.052582358205601	Drama	4.8146020204595725	Gaming	Average	Stressed
male	Associate’s Degree	incomplete	66	60	3.551452238367788	Dance	7.025089426633573	Social Media	Average	Stable
male	Some College	completed	81	80	2.522657981316171	Dance	9.139134965537089	Online Classes	Poor	Stressed
male	Bachelor’s Degree	incomplete	46	42	0.7859871702596277	Sports	6.9022540644444685	Social Media	Poor	Anxious
male	Bachelor’s Degree	incomplete	73	72	7.162865410493625	Music	9.745082349942276	Research	Poor	Stable
female	Master’s Degree	completed	85	85	9.95260358975587	Dance	9.250489488550304	Online Classes	Poor	Stable
female	Some College	incomplete	92	97	3.7873802721843166	Dance	4.294420556205625	Gaming	Good	Stressed
female	Uneducated	incomplete	77	74	2.60853873146346	Music	9.248521023160148	Gaming	Poor	Stable
male	Associate’s Degree	incomplete	58	49	3.7255361821608535	Art	8.625208083527674	Gaming	Average	Stable
female	Associate’s Degree	incomplete	61	62	8.509332932641954	Art	5.3472110957234245	Streaming	Poor	Anxious
male	Bachelor’s Degree	incomplete	56	47	4.464308779914568	Art	4.549558175329553	Online Classes	Poor	Stressed
female	Some College	incomplete	89	89	7.408629330769621	incomplete	6.184932240837254	Social Media	Poor	Stressed
male	High School	incomplete	54	48	4.242431069027647	Drama	5.506492616503705	Gaming	Average	Stressed
female	Associate’s Degree	incomplete	100	100	7.591571655344868	incomplete	7.992104196887322	None	Average	Stable
male	Master’s Degree	completed	65	68	3.702108925430372	Debate	7.967486932381867	Research	Good	Stressed
male	Uneducated	incomplete	58	55	0.7270217548757985	Sports	8.569022676757072	Gaming	Poor	Stressed
male	High School	incomplete	54	45	8.259580151534262	incomplete	5.006033556609054	Social Media	Poor	Anxious
female	Master’s Degree	incomplete	70	76	4.00499943824277	Music	4.067647222564808	Research	Good	Anxious
female	Bachelor’s Degree	incomplete	90	91	3.191024430613121	Dance	4.550627248824409	Streaming	Average	Anxious
male	High School	completed	58	62	2.6424753355528896	Dance	4.874744835137348	Gaming	Good	Stressed
female	Uneducated	incomplete	87	91	5.893020162486593	Art	6.648263510127823	Social Media	Average	Stable
female	Uneducated	incomplete	31	38	7.992416876619529	Sports	6.935538294624194	Gaming	Poor	Stressed
male	Master’s Degree	completed	67	65	2.412215919868542	Drama	8.069312128483176	None	Poor	Anxious
female	Master’s Degree	completed	88	85	3.673222123351847	Art	4.783243891520453	Streaming	Average	Stressed
male	Bachelor’s Degree	incomplete	74	76	7.37493488260696	Art	4.720284475141254	Streaming	Poor	Stressed
female	Associate’s Degree	completed	85	90	2.5927113235179577	Debate	7.470372521882453	Social Media	Poor	Stable
female	Bachelor’s Degree	incomplete	69	74	8.396701066672241	Debate	7.769719094991713	Gaming	Poor	Stable
female	Some College	completed	86	84	0.5237913467040056	Sports	9.891736040046748	Research	Average	Anxious
female	Some College	incomplete	67	61	9.588175974851442	Dance	8.895658462077632	Gaming	Poor	Stressed
female	Associate’s Degree	completed	90	91	6.010937956234217	Art	7.792980323419184	Gaming	Good	Stable
female	Bachelor’s Degree	completed	76	83	8.469829151467307	Drama	8.249654154443647	Gaming	Good	Stressed
male	Uneducated	completed	62	66	9.07841982506519	Dance	6.266066369946282	Online Classes	Poor	Anxious
male	Associate’s Degree	incomplete	68	72	8.434941474094607	Sports	7.697511101269119	Online Classes	Good	Anxious
female	Uneducated	incomplete	64	70	1.6816546743483318	Drama	9.823089407	None	Good	Stable
male	High School	incomplete	71	67	1.1036868462891358	Sports	4.972844479179308	Social Media	Poor	Anxious
male	Some College	completed	71	68	6.835844841941924	Drama	9.54415950977308	Social Media	Average	Stressed
female	Some College	incomplete	59	56	6.276505179127164	Debate	9.504557014985116	Online Classes	Average	Stressed
male	Uneducated	incomplete	68	61	2.1891546195164024	Sports	7.238048792348914	Research	Good	Stressed
male	Master’s Degree	incomplete	52	46	3.2686713638630227	Sports	9.115871684947386	Social Media	Poor	Stable
female	Master’s Degree	incomplete	52	54	5.641700415626572	Debate	6.660837542928975	Social Media	Average	Stable
male	Master’s Degree	incomplete	74	71	7.447583924619408	Music	4.283705188800006	Streaming	Average	Anxious
male	High School	incomplete	47	56	5.200941081618764	incomplete	5.48668863363519	Streaming	Good	Anxious
female	Some College	incomplete	75	74	7.737635417853868	Drama	7.912126051831247	Online Classes	Good	Stressed
male	Uneducated	completed	53	57	3.995853597696909	incomplete	5.359259979696449	Streaming	Good	Stable
male	Some College	completed	82	82	8.696276400560699	Art	6.6597401480477485	Social Media	Good	Anxious
female	Associate’s Degree	incomplete	85	76	3.647085591632313	incomplete	4.813844303323403	Social Media	Average	Stable
female	Uneducated	incomplete	64	70	7.37978150543658	Art	7.948023735680973	Streaming	Average	Anxious
female	Associate’s Degree	incomplete	83	90	0.5817851038073929	Debate	8.15975853193503	None	Good	Anxious
female	Master’s Degree	incomplete	88	90	6.334605769774338	incomplete	7.012477707349278	Social Media	Average	Stable
female	Bachelor’s Degree	incomplete	64	68	0.177424621134673	Dance	8.95668433193997	Streaming	Good	Anxious
male	Associate’s Degree	completed	64	66	2.588932846523997	Music	8.949216691921823	Social Media	Poor	Stable
female	High School	incomplete	48	52	6.223584242107467	incomplete	4.800027294776688	Research	Average	Stressed
female	Master’s Degree	completed	78	76	4.091038419732252	Art	4.198465054555864	Research	Poor	Stressed
female	Bachelor’s Degree	incomplete	69	68	3.5187891649135694	Drama	5.940417934550961	Research	Good	Stressed
male	Associate’s Degree	incomplete	71	72	7.219046089438224	Art	7.8145412111998835	None	Average	Stable
female	Some College	incomplete	79	82	6.743091617720075	Music	9.905230802326567	Online Classes	Average	Stable
female	Bachelor’s Degree	completed	87	92	7.778762496157011	Sports	8.36599747056838	None	Average	Stressed
male	Uneducated	incomplete	61	54	9.38303471285094	Art	7.777563910778499	Gaming	Good	Anxious
female	Associate’s Degree	completed	89	92	5.049894767452081	Dance	5.80168651030278	None	Average	Stressed
female	Some College	incomplete	59	54	6.82733191063475	Dance	4.863652497173765	None	Average	Stressed
female	Uneducated	incomplete	82	80	0.4689406336678869	Dance	4.7785975516980495	Research	Average	Anxious
male	Uneducated	incomplete	70	66	9.054430426408716	Dance	9.225091022362548	Online Classes	Average	Anxious
male	Bachelor’s Degree	incomplete	59	54	6.844058778369355	Sports	6.198520985860236	None	Good	Stressed
male	Uneducated	incomplete	78	77	5.797289142933559	incomplete	4.444547105183752	Streaming	Average	Anxious
female	Master’s Degree	incomplete	92	87	6.475822733718724	Sports	8.469419624337554	Social Media	Good	Stressed
male	High School	incomplete	71	73	9.814684397688795	Dance	8.845968392079344	Streaming	Good	Stable
male	Some College	incomplete	50	43	1.3073117501450393	Drama	9.825398714441972	Gaming	Average	Stable
male	Bachelor’s Degree	incomplete	49	52	2.266718110360091	Sports	8.871364197190324	Streaming	Good	Stressed
female	Some College	completed	61	62	3.463226735315488	Dance	6.765198013792891	Social Media	Good	Stable
female	Master’s Degree	completed	97	94	7.685560524984277	Debate	7.724352124310736	None	Average	Stable
female	Uneducated	completed	87	85	8.00524977204997	Dance	5.269395968367145	Online Classes	Good	Anxious
female	Master’s Degree	incomplete	89	84	7.134862552705874	Dance	9.677374203430052	None	Average	Stable
female	Some College	completed	74	73	6.110862217740295	Drama	9.105002050067393	Social Media	Poor	Anxious
female	Associate’s Degree	completed	78	78	3.859053460112073	Sports	8.806093957494266	None	Poor	Anxious
female	Associate’s Degree	completed	78	79	1.8003309574706206	Music	4.1793817275168745	None	Poor	Stable
male	Some College	incomplete	49	52	3.890652572778065	incomplete	9.797882678584742	Streaming	Average	Stable
female	Associate’s Degree	incomplete	86	84	0.6758418593595183	Sports	5.333198128190399	Research	Poor	Stable
male	Uneducated	incomplete	58	57	2.7661199735407784	Music	9.12951750776858	Research	Average	Stressed
male	Master’s Degree	incomplete	59	50	6.989955169045338	Drama	6.498255460077083	Social Media	Good	Stable
male	Associate’s Degree	completed	52	49	0.2104400553441654	Dance	9.786482393094897	Gaming	Good	Stable
male	Uneducated	incomplete	60	59	1.738840002352405	Sports	9.649643138410266	None	Poor	Stressed
male	Uneducated	completed	61	60	9.086525621749296	Dance	8.305162991354958	Streaming	Poor	Stable
female	Bachelor’s Degree	incomplete	53	43	7.2553685055887325	Dance	7.402045757524985	Online Classes	Good	Anxious
female	Some College	incomplete	41	47	0.4544018272276828	Art	8.427946753938002	Streaming	Poor	Stable
female	Bachelor’s Degree	incomplete	74	70	3.219839545691304	Sports	8.19353381345136	Online Classes	Average	Stressed
female	Master’s Degree	completed	67	73	4.71436839061901	Dance	6.737713594259866	Social Media	Average	Stable
female	Uneducated	incomplete	54	53	9.629292043170844	Music	9.084683509764949	None	Average	Anxious
male	Bachelor’s Degree	completed	61	58	5.123292673577242	Art	7.5012880048447315	Gaming	Average	Stressed
female	High School	completed	88	94	0.0667238440310236	Drama	4.738399165116068	None	Good	Stressed
male	Some College	completed	69	68	9.733732816441911	Art	9.72092924379733	Research	Good	Stable
female	Associate’s Degree	completed	83	83	6.144399348323785	Dance	5.560472442627019	Online Classes	Poor	Anxious
male	Uneducated	completed	60	58	9.667172491448715	Drama	6.76303772887101	Social Media	Poor	Stressed
female	Bachelor’s Degree	incomplete	66	62	2.320014052397049	Sports	5.594906224519082	None	Poor	Stressed
male	Master’s Degree	completed	66	71	9.051296374807563	Drama	4.3765137565957	Streaming	Average	Anxious
male	Uneducated	completed	92	86	7.904760296370944	Drama	6.79926690900185	Online Classes	Poor	Stressed
male	Associate’s Degree	completed	69	68	3.250837074127864	Music	7.056608323624283	Gaming	Poor	Stressed
male	Some College	completed	82	80	8.111970767275011	Debate	4.668590095347839	Research	Average	Stable
female	Uneducated	incomplete	77	79	8.04933869716684	Art	8.147815008723299	Gaming	Average	Stressed
female	Master’s Degree	incomplete	95	89	0.8663959987726844	Drama	8.654800384257637	Online Classes	Poor	Stable
female	Associate’s Degree	incomplete	63	66	1.5763693701817991	Music	6.724138088653328	Social Media	Poor	Stressed
male	Associate’s Degree	completed	83	80	1.7402971726584038	Art	5.614719081322126	Research	Good	Anxious
female	Bachelor’s Degree	completed	100	97	8.79836325701268	Art	9.054148716121452	None	Average	Anxious
male	High School	completed	67	64	4.012527425097403	Art	5.507260589721816	Gaming	Poor	Anxious
female	Bachelor’s Degree	incomplete	67	64	1.3295221705838145	Sports	5.979664045336506	Social Media	Poor	Anxious
male	High School	incomplete	72	69	0.1170777716251203	Debate	8.436522392454238	Online Classes	Average	Stressed
male	Some College	incomplete	76	65	3.947813065709113	Music	9.195901904984929	Research	Poor	Anxious
male	Bachelor’s Degree	completed	90	88	3.6775361924211536	incomplete	6.093849673455523	None	Average	Stressed
female	Master’s Degree	incomplete	48	50	1.7106380069286475	Sports	6.685026525869735	Social Media	Average	Stable
male	Master’s Degree	incomplete	62	64	2.497863851143488	Sports	5.15070715255299	Gaming	Good	Stable
male	Master’s Degree	incomplete	45	40	6.496518776460773	Sports	9.611516837024675	Online Classes	Good	Stable
female	High School	incomplete	39	33	9.053230825995849	Music	6.192454751966663	Research	Poor	Stressed
female	Bachelor’s Degree	completed	72	79	2.8042801841982623	incomplete	5.269645211214438	Streaming	Average	Anxious
male	High School	incomplete	67	66	0.5532306858540925	Sports	6.986908288276039	Streaming	Good	Stable
female	Some College	incomplete	70	70	9.67050291085298	Dance	7.135725593826757	Streaming	Average	Stable
